xx,qa06id,qa06name,qa06wher,qa06dsc,ty26colo,ty26fakt
2267976,SOR-0490-2018,Cracked windsheld,Europe and North Atlantic - Germany - Karlsruhe (BW) / Point DINKU / JP435,"Right wshld heat caution msg. followed by cracked right windsheld. We did QRH, start descent to lower level and reduced speed due precaution. We continued flight to our destination LJLJ.",0,1
2362079,SOR-0135-2019,bird strike during take off roll,Europe and North Atlantic - Slovenia / LJLJ / JP838,"During take of roll a bird strike occured at 80 kts. The strike was in  the lower right hand side of the fuselage. After walk arround at the destination, no damage to the aircraft was found. ATC notified and confirmed the strike. The bird sustained the damage to one of its  wing.",0,1
2223819,SR-0045-2018,GLISE SLOPE WARNING DURING VISUAL APPROACH,LJUBLJANA-JP435 ,"FLIGHT FROM AMSTERDAM TO LJUBJJANA THE 30/06/2018 
APPROACH IN LJUBLJANA FLOWN VISUALLY 
SETTING OF PFD FOR PF WITH ILS IN GREEN NEEDLE (IN CASE ATC REFUSE THE VISUAL APPROACH) 
AT AROUND 700FT ABOVE GROUND WE HEARD THE GLIDE SLOPE WARNING, WHILE FLOWN VISUALLY WITH THE PAPI IN SIGHT.",0,4
2223786,SR-0044-2018,TOGA THRUST ABOVE TIME LIMITATION,SARAJEVO-JP701 ,"FLIGHT FROM SARAJEVO TO LJUBLJANA THE 12/07/2018, JP701 (13H26/14H14) 

DURING THE DEPARTURE FROM SARAJEVO ON RW30, WE WERE FOLLOWING SID BOSNA 1A AS REQUESTED BY THE ATC. 

FOLLOWING STANDARD PROCEDURE : 
- AT 600FT WE ENGAGED THE AUTOPILOT ; 
- AT 800FT WE STARTED TO INCREASE THE SPEED TO 210 AND CLEAN THE AIRCRAFT. 
- BUT AT THE MOMENT OF THE ACCELERATION ATC REQUESTED SOME SPECIAL INSTRUCTION (at a certain altitude set RWY heading or something close) AND WHILE, AT THE SAME TIME BOTH PILOT MONITORED DEVELOPPEMENT OF CB IN FRONT OF OUR TRACK AND WERE THINKING OF AVOIDANCE OF DEVELOPPED CB AROUND. 

WE MANAGED EVERYTHING, ATC REQUEST, CB AVOIDANCE AND CONTINUED OUR ROUTE AND CLIMB. 

REACHING TOP OF CLIMB AT FL280, WE REDUCED THE THRUST AND DISCOVER THAT WE HAVE BEEN STILL IN TOGA DETEND AND NOT IN CLIMB THRUST. 

AFTER CHECKING THE CLOCK AND THE TIME OF TAKEOFF, I THINK WE WERE ON TOGA DETEND FOR ABOUT 10MIN. 

NONE OF THE PILOT NOTICED IT UNTIL TOC.",0,4
2187100,SR-0021-2018,Briefig room LJU,Adria building LJU,"During morning check-in at LJU arround 6:00 l.t..you cannot make a normal flight preparation and briefing, due to insufficient facilities.
No space, very crowdy, lack of computers,......",0,1
2227876,SOR-0326-2018,clacker ,Europe and North Atlantic - Slovenia / FRA / JP116,"on ILS FRA 25 R, flaps 20, speed 220 kts, clacker for 2 s ",0,4
2253791,SOR-0456-2018,WS in short final followed by G/A,Europe and North Atlantic - Slovenia / ljlj / JP939,On flight JP939 WAW-LJU we encountered wind shear on final at LJU. We executed go-arround and landed 10 min later after second approach. Airplane behind us also executed go-arround due to WS.,0,1
1658879,ADR MOR-0028-2014,AAT technician presence,Apron / JP854,"Upon our arrival at the airplane it was switched OFF and door open. No technician was present at
that time despite being the last flight of this aircraft at that day. 

",0,1
1672940,ADR MOR-0051-2014,False warning EGPWS,"LJLA / Departure RWY 30, 5000 ft / JP854","On departure Modro 1W at 5000ft, ""too low terrain"" EGPWS sounded due to RA1 false indication. ",0,2
2235779,SOR-0371-2018,Go around - balked landing,Europe and North Atlantic - Montenegro / Lypg / JP852,"During final flare at LYPG, just before touchdown (but with thrust levers still above idle) sudden croswind gust caused app. 5 to 10deg of heading change ( nose to the right). Gusty winds, thermal activity and consequently turbulence became pronounced very late into the ‘flare’.
Decision to perform go around was made, since acft was not stabilized anymore. 
Another approach was performed, normal landing.",0,10
2235415,SOR-0369-2018,S5-AAP RH engine auto shut down,Europe and North Atlantic - Slovenia / LJU,"On flight from LJU to EFL after both engine start, RH engine shut down automatically. Troubleshooting performed and found ACC valve p/ 5860017-144, S/N 4198 being core reason for event. Valve replaced with substitute one, engine tested and airplane returned to operation on 10.9.",0,1
2270862,SOR-0522-2018,Difficulty during refueling in ZRH,Europe and North Atlantic - Switzerland / ZRH airport / JP365,In ZRH FO experienced difficulties in auto and manual refueling. in manual refueling RH FUEL SOV was eventually opened after cca. 5 min. subsequent investigation by line maintenance in lJU revealed a fault in fuel system computer. Also for this fault LMLD was contacted.,0,1
2205581,SR-0027-2018,innapropiate loading,JP435,during ground operations at AMS incoming luggage (393 kg) in cargo hold 4 was not unloaded and another pax baggage (943 kg) for outbound flight was loaded. Flight crew was not informed about that. Load sheet was issued without taking into account 393 kg of extra payload. Respectively TOWA and LWA were more by 393 kg but less than MTOW and MLW. The flight went uneventful and safe landing was performed at LJU airpor,0,1
2203434,SOR-0233-2018,Unprofessional acting of French Police towards Captain,Europe and North Atlantic - France - 75 Paris / CDG airport,"JP 323:

Mr. Munishi Gadi, DEPA pax, has been refused to board the aircraft by me.

He was verbally very aggressive in the police car. He treated: ""I will kill everybody on board in and destroy the airplane."" 
His shouting was so loud that it was heard from police car to the cockpit. The police's reactions towards him was very physical and they really attack him. The situation has become even more critical letter on. It was obvious that even police can not control him.

At the same time police officer told me that I could not refuse boarding of this DEPA pax and that the French Police have authority in French and that I have too respect the authority and that they will board the DEPA pax. 

I again stated that under my command this passenger will not fly and endanger everybody on this airplane.

The police officer became very verbally aggressive towards me, he was yelling on me and threaten that he can arrest me.

I ask why he is still yelling and he explain to me that this is the way how to show the authority.
I informed him that he is in the aircraft which is part of Slovenian Territory and I have full command in the airplane and asked him if he can leave the airplane.

The police stop boarding of the other passengers who were waiting in the bus and observing the hole situations. Ramp agent was ineffective and he was following the police command.

After 25 min of waiting police allowed boarding.

The hole situation was very stressful to me and my crew. 

The police acting is direct attack on my command and it could endanger flight safety.
 
",0,2
1671118,CAA MOR-0089-2014,The heater controller 1 failed,LSZH / LSZH DEGES2L departure / JP 307,"During initial climb out from ZRH, rwy 32, the heater controller 1 has failed.
Caution msg:
-PITOT BASE HEAT
-L AOA HEAT
-L STATIC HEAT
-L PITOT HEAT
 After the abnormal checklist was completed and all operational and safety aspects were considered, the decision was 
made to continue flight to LJU.
NO ICING conditions existed throughout flight.
",0,2
1666347,CAA MOR-0083-2014,Low energy warning triggered in final approach,Kosovo / Approximately 1 mile before threshold 35 / ADR15P,"Aircraft was in visual phase of VORDME35 approach in PRN in turbulent and lively atmospheric conditions 
of a hot day. A/THR was on. The speed decreased to around 5 knots below vapp (to about vls) and at 
around 400ft RA the low energy warning SPEED SPEED SPEED was triggered. A/THR immediately 
increased thrust, the speed trend increased and the warning then stopped. The approach and landing 
were completed normally. ",0,10
1677178,ADR MOR-0061-2014,SInkrate caution received during landing,LWSS / Short final R16 / JP826,"On the short final of the visual approach to the RWY 16 at Skopje we received sink rate caution. The
corrections were instantly made and landing was uneventful.",0,10
1676167,CAA MOR-0102-2014,EGPWS terrain warning,LJLA / 1.5nm final / JP285,"We were performing VOR DME app RWY 30 in LJLJ. Weather as above. At approx. 500'ft AGL terrain
warning came on once. We had visual references, so approach was continued and normal landing was
performed. CM2 also crosschecked. data with ILS30 and we were on GP and LOC. We concluded it was
false warning. ",0,10
1685485,ADR MOR-0087-2014,Overspeed warning at F30 during visual approach,LJLA / NR / JP323,We were performing visual approach via MG due to strong tailwind. Wind was on ground reported 250/8 gusting 18. On base leg F30˙ selection at approx 178 kts. Because of a sudden gust speed increased to 186 or 187 kts despite brake selection. LMLD was informed and ATL entry was written.,0,4
2221479,SOR-0292-2018,TCAS RA on ILS,Europe and North Atlantic - Germany - Darmstadt (HE) / EDDF ILS Z 07R / JP116,"On the localizer without any deflection before GS interception on altitude 4000 feet TCAS RA went ON.
Commanded action was descent 1500 ft/min, visual contact with LH aircraft on parallel rwy was established and maintained. Conflicting aircraft was 400 feet higher and 1NM in 9 o´clock and descending.
Crew decision was to maintain altitude and track with visual contact, LH aircraft proceeded with approach.
ATC was notified. During event our QNH setup was 1013 given by ATC, after that tower gave us new QNH, which was 1014.",1,20
1882169,SR-0015-2016,Overwing Exit,"On Ground at LJLJ, ES-ACB","We had Conversion Training for new CCM on ES-ACB. While one of the candidates was opening and closing the Overwing Exit, the door got stuck in the frame. I immediately informed the Line Maintenance who were unable to fix it, so they decided to do it after we've finished with the training. The problem was solved in the afternoon.",0,1
2240986,SOR-0404-2018,Positive windshear,Europe and North Atlantic - Slovenia / LJLJ / JP285,"PF was CM2. Cleared for ILS approach, advised that previous traffic reported positive windshear at 200 ft. The difference between runway wind and wind at height was indicating change at some point. Our selected approach speed was Vref + 5 due to instability at low altitude.
AP was disconnected at around 800 ft.
At 250 ft we encountered positive windshear and decided to continue approach. A few seconds situation was stable. Then again some windshift occured which again tirggered amber windshear caution. In both cases surplus speed was compensated with reduced thrust.
The second time thrust was reduced to idle, at some point pitch was negative up to 5 degrees. CM1 took over control by calling out I have control. Thrust was added and pitch was corrected in accordance with speed requirements; at the same timeGPWS sink rate sounded.
Wind switched to right crosswind which was compensated with heading change.
Thrust was reduced to idle in flare.
Landing was made in touchdown zone, slightly further from aiming point.
",0,1
2318167,SOR-0032-2019,DGOR-LJU-19-5 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"This occurrence was notified to Adria Airways on 10.01.2019, 07:59 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP394/07JAN Ljubljana-Brussels, it was discovered that mail accepted at:
Post Office: 2311 Hoče
Air Mail Delivery Bill: CN38 SIALJ917PP0K/01
Mail No.: 3/002, 1 shipment 17,1 kg
contained 1 piece of flammable aerosol

Aerosols containing flammable gas under pressure are identified under UN1950 “Aerosols, flammable”, hazard division 2.1 and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2207312,SOR-0260-2018,Overspeed for flaps 30,Europe and North Atlantic - Slovenia / Ljubljana / ADR915,"Overspeed warning at selecting flaps 30 for caa 5knots, due to mistake of crew.
Remark in ATL has been done.",0,1
2205608,SR-0028-2018,bird strike,JP 852,during rollout after landing on RWY36 in TGD ar around IAS 80 kt we had a bird strike with two small birds. Tower was informed aimmediately. After aircraft inspection one trace of bird remains was found on the left front side of the fuselage under the windshield. No other traces were found.,0,1
2135529,SR-0005-2018,FLEX THRUST,JP 125,AFTER DEPARTED FROM FRA FLEX THRUST (FLEX 43) WAS MAINTAINED FOR 13 MIN. AFTER REDUCING TO CLIMB THRUST NO SIGNIFICANT DROP IN N1 OBSERVED. CPT AGREES WITH REPORT.,1,50
2144627,SOR-0113-2018,DEFECT CARDS FOUND EXPIRED,Europe and North Atlantic - Slovenia / LJU / NA,"During internal review 4ea Defect Cards related to cosmetic have been found expired. 
Defect Cards in subject are: 
- n. 4084529 applicable to a/c CRJ900 msn 15129
- n. 4084743 applicable to a/c CRJ900 msn 15129
- n. 4094198 applicable to a/c CRJ700 msn 10080
- n. 4085988 applicable to a/c A319 msn 1000
After risk assessment and analysis of the defects an extension has been granted.",0,1
1685467,ADR MOR-0086-2014,STAB CH1 inop with STAB trim clacker ,EGPX / Approach of GLA / JP943,"During approach (interception ILS) was level flight, flaps 20˙ - speed=180kias, AP PITCH TRIM caution msg. was posted on EICAS and the same time came also STAB CH1 status msg with STAB TRIM clacker sound. AP was disconnected by PF and crew didn't recognized and additional STAB TRIM movement. PNF performed QRH procedure for STAB CH1, because AP PITCH trim went out after AP disconnect. PNF didn't solve the problem with STAB CH1 QRH and STAB TRIM clacker so we switched both DCU's off to silence the cockpit. Approach was continued by flying manually in VMC. Airplane with STAB TRIM CH1 inop. was AOG. MCU (Motor control unit) malfunction.",0,4
1672985,CAA MOR-0095-2014,Report of damage on the wheel,UUWV / RWY25L / JP915,"On line up RWY 25L at UUEE tower said "" Adria 915 you have some damage on the wheel"". We returned to
the apron where were told that they observed something on tire No3. I checked the tire and it was OK
so we continued to the LJLJ.",0,1
1679747,CAA MOR-0110-2014,Level/altitude bust,5nm north of LOC,"According to our memory (three FCM) we got cleared altitude 5000 ft during vectors, and as well responded so. When at 7300 ft we got advised from ATC that clearance altitude was only 8000ft. We maintained 7500ft and then as we were flying in VMC continued approach with vectors for ILS. ",0,10
2270065,SOR-0507-2018,Missed approach,Europe and North Atlantic - Slovenia / LJLJ / JP108,"When performing approach in LJLJ ILS 30 with Circling, we lost visual references few seconds before turning base. Reason was heavy rain and TCU moving towards the RWY.
Missed approach was initiated with a right turn towards RWY 12.
While turning re-clearance was received to continue direct ti DOL HOLD.
After holding for cca 10-15 min next app was successful.",0,1
2369673,SOR-0161-2019,bird strike,Europe and North Atlantic - Slovenia / LJLJ / JP124,"At rotation, we hit a bird, most probably with the nose gear.
ATC informed us, that they found a bird on the RWY. No damage found after landing during walk arround.",0,1
2271024,SOR-0525-2018,DGOR-LJU-18-78 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 02.11.2018, 09:16 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP116/30OCT Ljubljana-Frankfurt for final destination Amsterdam, it was discovered that mail accepted at:
Post Office: unknown
Air Mail Delivery Bill: CN38 SIALJ8ATPJ0R/01
Mail No. 255, 1 shipment  0,320 kg
Shipment No.: RU278060118NL
contained 1 mobile phone with lithium-ion battery

Electronic devices containing lithium-ion batteries are identified under UN3481, proper shipping name “Lithium ion batteries contained in equipment”, hazard class 9 and are completely forbidden in Air Mail by Adria Airways embargo and by UPU convention, ICAO TI and IATA DGR unless Designated Postal Operator has received approval from CAA.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2285379,SOR-0566-2018,Go Around performed in Lju,Europe and North Atlantic - Slovenia / Lju / JP325,Go Around performed due to not being stabilized at 1000 ft agl.,0,1
2166751,SOR-0165-2018,Windshear warning an diversion,Europe and North Atlantic - Slovenia / LJLJ / ADR705,"Approaching LJU for vis. approach RW12 (due to gusting 20kts ground wind from east and TS activity W and SW from LJLJ) we experieced windshear warning on short final RW12. Escape maneuver was followed and as shear was intense and close to RWY, MAX engine PWR was used.

Decision for annother vis. approach was made, but while on downwind leg and as weather condition seemed deteriorating an closer to airport  I discontinued approach and diverted to MBX.

With consultation from LMLD and technical pilot, as no engine overlimits were observed, no ATL entry for engine APR (MAX PWR) was made.",0,1
2233793,SOR-0361-2018,Glide slope alarm,Europe and North Atlantic - Slovenia / SCN / LGL9412,"On short final we got a Glide slope alarm. I was PF flying manually, with visual references. The correction was made immediately and landing was safe.",0,4
2270815,SOR-0521-2018,TCAS RA fail,Europe and North Atlantic - Switzerland / descent / JP364,TCAS RA fail during descent into ZRH. On ground LMLD was consulted and dispatched according MEL 34-43-01 and OM-A 8.1.11.10.2.,0,1
1679763,CAA MOR-0111-2014,A/C indication found to be faulty,NR,"Occurrence form is inappropriate for this type of reports. As this event is safety related it is filled anyway.
Durign climb (FL200) crew found out that indication of left air-condition is absurdly. As ECS synoptic page showed white rectangle meaning Left A/C  PACK is not active. None of messages was posted on status page so crew was in doubt whether the system is functioning or not. (FL limitation 250). We started our research at FL 300 and haven't found any answer. System was functioning as it should (blowing from blowers, temperature control was ok), indication has not changed even after the reset. (ON/OFF). Because the of shortness of the flight we let the the problem till landing in LSZH. What we found? After the answer from LMLD we were advised that they know the problem but they are waiting for spare part (flow control), saying that it is true that there was no evidence of fault in ATL. As a commander it bothers me that before the flight I don't know the status of the aircraft I am supposed to fly. 
AD.: From LSZH I was trying to call LMLD but on the cell phone was written:call not allowed",1,20
2320203,SOR-0041-2019,DGOR-LJU-19-6 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 15.01.2019, 08:52 LT
by reporter: Andrej, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP394/14JAN Ljubljana-Brussels, it was discovered that mail accepted at:
Post Office: 5291 Miren
Air Mail Delivery Bill: CN38 SIALJ91EPP0K/01
Mail No.: 7/002, 1 shipment 2,9 kg
contained 1 piece of flammable aerosol

Aerosols containing flammable gas under pressure are identified under UN1950 “Aerosols, flammable”, hazard division 2.1 and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.",0,2
1750979,CAA MOR-0078-2015,GND SPLR DEPLOY and IB GND SPLRS in flight,france / lati / jp492,"During flight from CDG to TIA at crusing level GND SPLR DEPLOY and IB GND SPLRS msg were displayed. After completion of QRH check list, determining of sufficient rwy distance for TIA and visual inspection of GROUND spoilers to be closed decision was made to continue to TIA airport. After descent through cca FL270 both msg disappeared and landing was normal with all ground spoilers deployed.",0,10
2271139,SOR-0526-2018,DGOR-LJU-18-79 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 02.11.2018, 09:16 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP116/30OCT Ljubljana-Frankfurt for final destination Amsterdam, it was discovered that mail accepted at:
Post Office: unknown
Air Mail Delivery Bill: CN38 SIALJ8ATPJ0R/01
Mail No. 255, 1 shipment  0,310 kg
Shipment No.: RU278080152NL
contained 1 mobile phone with lithium-ion battery

Electronic devices containing lithium-ion batteries are identified under UN3481, proper shipping name “Lithium ion batteries contained in equipment”, hazard class 9 and are completely forbidden in Air Mail by Adria Airways embargo and by UPU convention, ICAO TI and IATA DGR unless Designated Postal Operator has received approval from CAA.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
1684196,CAA MOR-0127-2014,Inadvertant SL/FLAPS lever selection from 0 at FL340,EPWW / in vicinity of OKX VOR / JP152,"At FL340, during cruise (PF was RH seated pilot) FMS selection was done and with the same (left) hand SLAT/FLAP lever was touched and moved out of 0˙ detent. Noticed and corrected to detent after very short time ---- SL/FL indicator on EICAS was not even displayed. No entry into ATL. Request FDAS picture if event was noticed.",0,10
2200488,SOR-0221-2018,DGOR-LJU-18-26 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP376/15JUN Ljubljana-Brussels, it was discovered that mail accepted at Post Office 2370 Dravograd.
Delivery Bill CN38_unknown
Mail No. 139, 1 receptacle, 0,6 kg
Mail receptacle contained 1 package, total gross weight 0,6 kg, that contained 1 piece of electronic cigarette containing lithium ion battery.

Lithium ion batteries contained in equipment are identified under UN3481, and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR. 
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2367587,SR-0014-2019,fatigue,otp-muc,"between 5-9.3. I had morning check in. In otp you have to wake up every morning at 3am Slo time, to go to work - 4 times in a row, which leads to severe fatigue. This kind of sceduling should be avoided!
In addition there are to many changes in scedule, every notification brings additional stress - 7.3. I had 9 notifications.",0,4
2317694,SOR-0028-2019,Positive WS in approach,Europe and North Atlantic - Slovenia / Ljubljana final ILS 30 / JP569,"We experienced positive windshear at 500 ft for approx. 20 kts, we decided to continue, aircraft was stabilized a few seconds later and landing was normal.",0,4
2319401,SOR-0035-2019,Possible small infringement of protected area,Europe and North Atlantic - Slovenia / BERTA Arrival  / JP511,"During descent towards LJU on flight JP511 from CPH, we were kept high due to traffic below. Focusing on our altitude, we inserted the wrong star. Berta 2R was followed momentarily over BERTA (instead of BERTA 2L). Corrective action applied immediately, and correct star inserted. There was a possible small infringement of protected area. We continued without further incident. ",0,4
1768452,CAA MOR-0104-2015,Late loadsheet delivery for no reason,LJLJ / LJLJ / JP914,"All the passenges have already boarded and were already seating for a few minutes. Flight crew could observe the ramp agent standing in the galley with loadsheet in his hands and waiting.
Only after intervention at scheduled time of departure, loadsheet was delivered to flight crew.
Ramp agent's explanation was, that there might be one missing passenger.
It is unacceptable that loadsheet is kept from the flight crew until passengers are counted. It is also unique and can not be found anywhere in Adria operation except at Ljubljana airport.
Such philosophy and behavior is endangering the safety of the flight since it cuts down the time for performance calculation to a minimum and also completely unnecessarily increases flight crew members stress level.",0,1
2202971,SOR-0230-2018,DGOR-LJU-18-28 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP108/19JUN Ljubljana-Munich, it was discovered that mail accepted at Post Office 5330 Piran
Delivery Bill CN38 SIALJ86JPP0J/01
Mail No. 45/004, 1 receptacle 9,5 kg
containing 1 piece of flammable aerosol

Aerosols containing flammable gas under pressure are identified under UN1950 and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action",0,2
2271064,SOR-0527-2018,DGOR-LJU-18-80 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 02.11.2018, 09:16 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP116/30OCT Ljubljana-Frankfurt for final destination Amsterdam, it was discovered that mail accepted at:
Post Office: unknown
Air Mail Delivery Bill: CN38 SIALJ8ATPJ0R/01
Mail No. 255, 1 shipment  0,907 kg
Shipment No.: RU278093796NL
contained 1 tablet computer with lithium-ion battery

Electronic devices containing lithium-ion batteries are identified under UN3481, proper shipping name “Lithium ion batteries contained in equipment”, hazard class 9 and are completely forbidden in Air Mail by Adria Airways embargo and by UPU convention, ICAO TI and IATA DGR unless Designated Postal Operator has received approval from CAA.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2202938,SOR-0229-2018,DGOR-LJU-18-27 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP376/19JUN Ljubljana-Brussels, it was discovered that mail accepted at Post Office 2106 Maribor
Delivery Bill CN38 SIALJ86JP401/01
Mail No. 103/001, 1 receptacle 5,1 kg
containing 1 piece of flammable aerosol

Aerosols containing flammable gas under pressure are identified under UN1950 and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action",0,2
2224016,SOR-0314-2018,Mobile phone behind wall panel,Europe and North Atlantic - Italy / LIMM / AUA535,"On flight AUA535 08.Aug'18 a passenger seating in a row 21 seat C(D) dropped a mobile phone behind the side wall panel. It fell through the opening of the window blind and got stuck behind side wall panel. Event occurred somewhere during first part of the flight and was reported by CCM1 few minutes before top of descent.
Normal landing at LIPE. After landing PAX that lost her telephone, told me that telephone is off or in flight mode. When we called the number telephone was ringing and it sounded as it is completely at the bottom of the side wall. We tried to retrieve it for about an hour but without success. Maintenance was required to get the telephone out of the wall.
",0,1
1721685,ADR MOR-0042-2015,Stick shaker activation,LYBA / final RWY 17 / JP838,"Executing visual approach at PRN for RWY 17 at 700ft stick shaker activated. The condition we turbulent atmosphere, speed was maintained 140kts and flight was stabilized at 1000ft. The stick shaker activated momentarily and normal flight was continued. Request FDM picture. ",0,4
2241048,SOR-0406-2018,Windshear escape manouvre FRA,Europe and North Atlantic - Germany / EDDF / JP112,"During the approach on ILSZ25L to FRA in high winds we experienced negative windshear at approximately 800ft AGL. An escape manouvre has been iniciated and later missed approach has been followed. We selected then the other RWY 25R for the approach.
Although the conditions were still demanding, we managed to complete a stabilized approach and landing.",0,1
2095836,SOR-0396-2017,PACK U/S vs. Pack Flow Control Valve U/S,Europe and North Atlantic - Slovenia / LJLJ / JP852,"There was an ATL entry and based on that there was defect deferral and airplane was released in accordance with MEL 21-51-01. We were pushed back and have started engines. During after engine start checklist, something did not quite add up. Namely, LH pack was switched off but there was indication that it is nevertheless operating. We had no control over the pack flow control valve. We taxied back in, shut down the engines and called maintenance. They did defect deferral again and released the airplane in accordance with MEL 21-51-02.",0,1
2277128,SOR-0546-2018,On taxiway warning during take-off,Europe and North Atlantic - Romania / LROP RWY 08L / DLH1657,"On take off from rwy 08L we received warning ""on taxiway"". Since we expected it (briefed by F/O, previous experience) we continued with takeoff normally. Anyway, thing is disturbing.",0,2
1745521,ADR MOR-0104-2015,FMS U/S,LFFF / LFPG / JP323,"During flight preparation, en-route & app. FMD #2 became U/S (no database information. Only performance exist). Flight was conducted in acc. with AA MEL code 34-61-01",0,2
2200556,SOR-0222-2018,unstabilised approach,Europe and North Atlantic - Slovenia / LJLJ / ADR108,"At 1000 baro on ILS 30 we were unstable due to speed Vref+20 kts.RWY was in sight all the time, wind  was calm. Approach was continued and stabilization criteria was met at 800 baro. ",0,4
2271228,SOR-0528-2018,DGOR-LJU-18-81 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 02.11.2018, 09:16 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP112/30OCT Ljubljana-Frankfurt for final destination Santo Domingo, it was discovered that mail accepted at:
Post Office: XXXX Krško
Air Mail Delivery Bill: CN38 SIALJ8AUPP0I/01
Mail No. 16, 1 shipment  19,7 kg
Shipment No.: CA094479968SI
contained 1 mobile phone with lithium-ion battery

Electronic devices containing lithium-ion batteries are identified under UN3481, proper shipping name “Lithium ion batteries contained in equipment”, hazard class 9 and are completely forbidden in Air Mail by Adria Airways embargo and by UPU convention, ICAO TI and IATA DGR unless Designated Postal Operator has received approval from CAA.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2101606,SR-0074-2017,AAL aircraft damage,ADR 307,"After parking in LJU, ground handling staff approached aft cargo door with mobile belt loader, which malfunctioned during lifting and therefore hit and damaged left engine housing. Report was written by ground handling agent and damage assessed by Adria maintenance.",0,4
2275348,SOR-0543-2018,GS warning during visual approach,Europe and North Atlantic - Montenegro / Podgorica / JP853,"During visual approach at TGD at 200 ft, GS warning was triggered due to green needles set as NAV source on PF side while flight was conducted with reference to PAPI lights.
",0,1
